prediction,label,bleu
"I've got three incredible, Mr.D., and I was a fantastic thing called the most famous reasons, from a more difficult reasons for all the oil, all the oil.""","I have these three amazing daughters, Harper, Beckett and Emerson, and Emerson is a toddler who inexplicably refers to everyone as ""honey.""",0.0
It would be a hot one out of the south.,as though she's a Southern waitress.,0.0
"""Look, I need for my milk.""","""Honey, I'm gonna need some milk for my sippy cup.""",0.0
"She asked me if I could play with her, when I was on the wish, and I said, ""Yes.""","The Southern waitress asked me to play with her one evening when I was on my way somewhere, and I said, ""Yes.""",0.4532164292929447
This was the beginning of the beginning.,And that yes was the beginning of a new way of life for my family.,0.13448025110102005
"And one new life of my family, in my family. From there, I always play with them, once you're going to play me. If you go to it, what I'm going to do, or where I'm","I made a vow that from now on, every time one of my children asks me to play, no matter what I'm doing or where I'm going, I say yes, every single time.",0.0
"Almost. I'm not perfect, but I'm very perfect, but I'm very excited.","Almost. I'm not perfect at it, but I try hard to practice it.",0.2722589423069702
"It has a fundamental effect on my children, to our family.","And it's had a magical effect on me, on my children, on our family.",0.22915026372483177
"But it also has a fundamental side, and it's just recently, I've actually completely convinced that oil is the ""Yes.""","But it's also had a stunning side effect, and it wasn't until recently that I fully understood it, that I understood that saying yes to playing with my children likely saved my career.",0.0
I have a real dream.,"See, I have what most people would call a dream job.",0.0
"I'm a crazy. I think I'm thinking about, he's going to go to life.",I'm a writer. I imagine. I make stuff up for a living.,0.0
The dream.,Dream job.,0.0
No.,No.,0.0
I'm a Titan.,I'm a titan.,0.0
The dream.,Dream job.,0.0
I'm standing TV. I'm standing TV.,I create television. I executive produce television.,0.0
"I'm doing television, in a very high way.","I make television, a great deal of television.",0.0
"In this TV, I'm responsible for this  ⁇ 0 hours,  ⁇ 0 hours in the world.","In one way or another, this TV season, I'm responsible for bringing about  ⁇ 0 hours of programming to the world.",0.20248027846537173
"Four-year-old,  ⁇ 0 hours,  ⁇ 0 hours,  ⁇ 0 hours.","Four television programs,  ⁇ 0 hours of TV -- Three shows in production at a time, sometimes four.",0.1193347848469297
Every single-term jobs that didn't get out before.,Each show creates hundreds of jobs that didn't exist before.,0.0
The budget for a kind of a TV of a TV-sus between three and six million dollars.,The budget for one episode of network television can be anywhere from three to six million dollars.,0.20706193828327604
Let's say five.,Let's just say five.,0.0
"A new sound all nine days four days, so all nine days of 20 million dollars, four-year-old, four-old, three-dimensional, the same time, the same time, four, four, 16 days, the same","A new episode made every nine days times four shows, so every nine days that's 20 million dollars worth of television, four television programs,  ⁇ 0 hours of TV, three shows in production at a time, sometimes four, 16 epis",0.0
There are millions of dollars for a high-term.,that's 350 million dollars for a season.,0.0
In America's my TV-samation after the night.,"In America, my television shows are back to back to back on Thursday night.",0.0
And all the world my company in 256 countries in 25 ⁇ 06 years.,"Around the world, my shows air in 256 territories in 6 ⁇  languages for an audience of 30 million people.",0.0
"My brain is global, and 45 of these  ⁇ 0s are now, and I don't just go, and not just, on top, and so on, I've got a time, really, and I've got","My brain is global, and 45 hours of that  ⁇ 0 hours of TV are shows I personally created and not just produced, so on top of everything else, I need to find time, real quiet, creative time, to gather my fans",0.18847861831513157
"Four-year-old,  ⁇ 0 hours, three, sometimes, sometimes, at the same time, at the same time, there are millions of dollars, about the world.","Four television programs,  ⁇ 0 hours of TV, three shows in production at a time, sometimes four, 350 million dollars, campfires burning all over the world.",0.15186071495534512
You know who does that?,You know who else is doing that?,0.0
"No, I'm a movie.","Nobody, so like I said, I'm a titan.",0.0
The dream.,Dream job.,0.0
I don't want to take you with it.,"Now, I don't tell you this to impress you.",0.0
"I say, because I know what you think when the word ""Con"" is ""The ""The I'm going to take.","I tell you this because I know what you think of when you hear the word ""writer.""",0.2589451141492935
"I'll tell you all of you who work so hard to work if you're a company, a country, a business, a business, a business, a business, a serious business, a problem, and a business, a business","I tell you this so that all of you out there who work so hard, whether you run a company or a country or a classroom or a store or a home, take me seriously when I talk about working, so you'll get that",0.10164675054799656
"It's all a job, everything work, everything, everything, everything, everything -- no tears.","It's all job, all work, all reality, all blood, all sweat, no tears.",0.0
"I work a lot, hard and I love it.","I work a lot, very hard, and I love it.",0.5991417036512657
"If I'm in work, there's no other sense.","When I'm hard at work, when I'm deep in it, there is no other feeling.",0.0
My work always make a country from nothing.,"For me, my work is at all times building a nation out of thin air.",0.0
"It's as I asked to a doctor, when I was a writer.",It is manning the troops. It is painting a canvas.,0.0
"So as a tuant, you're a high-term sound.",It is hitting every high note. It is running a marathon.,0.0
You feel like the Kuni.,It is being Beyonc ⁇ .,0.0
And all the same time.,And it is all of those things at the same time.,0.20687381245863395
I love to work.,I love working.,0.0
"It's creative, hard, rich, and it's full of a funny, fun, and more creative, and the best thing is that it's called the T20.","It is creative and mechanical and exhausting and exhilarating and hilarious and disturbing and clinical and maternal and cruel and judicious, and what makes it all so good is the hum.",0.0
There's such a change in me when the work good.,There is some kind of shift inside me when the work gets good.,0.21241494252828044
"A lot of the movies starts in my head, and it's growing and they're growing up and they're growing up and they're going to go out how a bary street street street, I could drive.","A hum begins in my brain, and it grows and it grows and that hum sounds like the open road, and I could drive it forever.",0.0
"Many people take them to say, if I give them the tamation, that I'm going to talk to me.","And a lot of people, when I try to explain the hum, they assume that I'm talking about the writing, that my writing brings me joy.",0.0
"Don't get me wrong, that does it.","And don't get me wrong, it does.",0.34329452398451965
"But the famous book -- when I started working with the TV, when I started working and work and work, to create, create, and create these things, this sort of, this device, this kind of energy, and the way I started","But the hum -- it wasn't until I started making television that I started working, working and making and building and creating and collaborating, that I discovered this thing, this buzz, this rush, this hum.",0.0
The Kooler is more than the read.,The hum is more than writing.,0.0
The Chinese challenge is to be a little bit of activity. This is a red.,The hum is action and activity. The hum is a drug.,0.0
The Koolin is music. This is the Kun and air.,The hum is music. The hum is light and air.,0.0
The Koolas is God in my ear.,The hum is God's whisper right in my ear.,0.2979714705451885
"And if you have a billion, you can't have to be different than size.","And when you have a hum like that, you can't help but strive for greatness.",0.0
"The feeling, not to be able to get as a way to get as a matter of how price.","That feeling, you can't help but strive for greatness at any cost.",0.0
This is called the Kun.,That's called the hum.,0.0
Or maybe it means to be a key word.,"Or, maybe it's called being a workaholic.",0.0
Maybe it's a bit more than that.,Maybe it's called genius.,0.0
Maybe it's a great deal.,Maybe it's called ego.,0.0
Maybe it's the fear of fear.,Maybe it's just fear of failure.,0.0
I don't know.,I don't know.,1.0
I just know that I'm not going to be able to be able to do that I love the read.,"I just know that I'm not built for failure, and I just know that I love the hum.",0.34822073619539046
"I just want to tell you, I'm a Titan, and I know I don't want to ask it in question.","I just know that I want to tell you I'm a titan, and I know that I don't want to question it.",0.3492387114792977
"To ask one clear: The successful successful, I'm going to, ever, ever more than any more than any more sophisticated, the more the more work, the more work, the more things that I'm going to see, more","But here's the thing: the more successful I become, the more shows, the more episodes, the more barriers broken, the more work there is to do, the more balls in the air, the more eyes on me, the",0.11585010779901528
"The more I work to be successful, the more I have to work.","The more I work to be successful, the more I need to work.",0.8003203203844999
And what I said about work?,And what did I say about work?,0.0
"I love work, not?","I love working, right?",0.0
"The country that I'm going to take the canopy that I'm going to go to the army that's the high sound, the high-term sound, the Kun, the Kun, the Kunus.","The nation I'm building, the marathon I'm running, the troops, the canvas, the high note, the hum, the hum, the hum.",0.0
I like this diagram. I love the Kun.,I like that hum. I love that hum.,0.0
I need the Kun. I'm the Kun.,I need that hum. I am that hum.,0.0
Am I just put this closer?,Am I nothing but that hum?,0.0
And then the  ⁇ unclear ⁇ .,And then the hum stopped.,0.0
"Over the front, over-folo, etc., etc.","Overworked, overused, overdone, burned out.",0.0
The means the same sound.,The hum stopped.,0.0
"Now, my three daughters on the truth that their hair is a work of work.","Now, my three daughters are used to the truth that their mother is a single working titan.",0.35424204380331065
"O's God's people: ""Lo's not there, but you can write my Non.""","Harper tells people, ""My mom won't be there, but you can text my nanny.""",0.23932595221309674
"And that's why, ""Look, I want to go to Sharea.""","And Emerson says, ""Honey, I'm wanting to go to ShondaLand.""",0.0
They are the kids of a sudden.,They're children of a titan.,0.0
They are baby baby-touch.,They're baby titans.,0.0
"They were 12, three, and when the Kunus were on the Kun.","They were 12, 3, and 1 when the hum stopped.",0.22894156860669912
The Kash of the engine of the engine.,The hum of the engine died.,0.0
I didn't know my work. The engine was out.,I stopped loving work. I couldn't restart the engine.,0.0
The Kool couldn't come back.,The hum would not come back.,0.0
My sign was more expensive.,My hum was broken.,0.0
"I made the same things like: the same thing: the same thing, 15 hours, 15 hours, 15 hours, no-fam, no Ris, no Run, no one, no one, no one, no one,","I was doing the same things I always did, all the same titan work, 15-hour days, working straight through the weekends, no regrets, never surrender, a titan never sleeps, a titan never quits,",0.0
But there was no joke.,But there was no hum.,0.537284965911771
"In me, I was silence.",Inside me was silence.,0.0
"Four-year-old,  ⁇ 0 hours, sometimes, sometimes four.","Four television programs,  ⁇ 0 hours of TV, three shows in production at a time, sometimes four.",0.19470471829469513
"Four-year-old,  ⁇ 0 hours, three product at the same time ...","Four television programs,  ⁇ 0 hours of TV, three shows in production at a time ...",0.2653349000952493
I was the perfect Titan.,I was the perfect titan.,0.537284965911771
I was a super-to-to-a-mad.,I was a titan you could take home to your mother.,0.0
"Everything was nice, I just had no fun.","All the colors were the same, and I was no longer having any fun.",0.0
And that was my life.,And it was my life.,0.537284965911771
Everything I did.,It was all I did.,0.0
"I was the famous night, and I was the Kool.","I was the hum, and the hum was me.",0.0
"So what do you do when what you do, the work you do, suddenly you know, suddenly you're doing, suddenly you know?","So what do you do when the thing you do, the work you love, starts to taste like dust?",0.355402294764931
"I know some of the things: ""HHHh from you, you know, you know, you know, you know, you know, you're in a minute.""","Now, I know somebody's out there thinking, ""Cry me a river, stupid writer titan lady.""",0.0
"But you know, you're doing it, you're working, you're working, you're working, you know, you're going to be a teacher, a teacher, you just love a different one, and you","But you know, you do, if you make, if you work, if you love what you do, being a teacher, being a banker, being a mother, being a painter, being Bill Gates, if you simply love another person and",0.0910284784208229
What are you?,What are you?,1.0
What am I?,What am I?,1.0
I still have a Titan?,Am I still a titan?,0.0
"If the song of my heart, I can survive in the silence?","If the song of my heart ceases to play, can I survive in the silence?",0.5283056001262156
"And then I told my ""Sex,"" a question.",And then my Southern waitress toddler asks me a question.,0.0
"I'm on the way out, late late, and she says, ""MM, you play?""","I'm on my way out the door, I'm late, and she says, ""Momma, wanna play?""",0.39161501678011096
"And I'm going to say, ""Well, as two things are going to be aware of.","And I'm just about to say no, when I realize two things.",0.0
"First, I have to say yes, and second, they didn't call me.""","One, I'm supposed to say yes to everything, and two, my Southern waitress didn't call me ""honey.""",0.0
They don't call any more oil.,"She's not calling everyone ""honey"" anymore.",0.0
When did this happen?,When did that happen?,0.0
"I'm going to leave it when I'm a sign, and my French school, and I'm going to change everything my own eyes.","I'm missing it, being a titan and mourning my hum, and here she is changing right before my eyes.",0.0
"And so she says, ""MM, you like?""","And so she says, ""Momma, wanna play?""",0.4832697830906221
"And I say, ""Yes.""","And I say, ""Yes.""",1.0
It's nothing wrong.,There's nothing special about it.,0.0
"We play and their sisters, we're talking to them, and I read a lot of the book from the book ""Ey Bamiwas.""","We play, and we're joined by her sisters, and there's a lot of laughing, and I give a dramatic reading from the book Everybody Poops.",0.0
Nothing extraordinary.,Nothing out of the ordinary.,0.0
"But it's out because my pain and my pain and my pain, in the middle of the Gabs, I can't make any more, except for any kind of thing.","And yet, it is extraordinary, because in my pain and my panic, in the homelessness of my humlessness, I have nothing to do but pay attention.",0.12656494026948834
I'm a big deal.,I focus.,0.0
I'm sorry.,I am still.,0.0
"The country that I'm going to take the canopy that I'm going to go to the army that the army, the high sound, the high sound, the high sound, not.","The nation I'm building, the marathon I'm running, the troops, the canvas, the high note does not exist.",0.0
"Everything, which are, is, and all the fingers and the finger, like, ""The voices, I'm going to put on the song and the song, in the Los Angeles, or whatever the girls is in the girl.""",All that exists are sticky fingers and gooey kisses and tiny voices and crayons and that song about letting go of whatever it is that Frozen girl needs to let go of.,0.0
All the time is peace and simplicity.,It's all peace and simplicity.,0.345720784641941
The air on this place is so obvious that I can't even get out.,The air is so rare in this place for me that I can barely breathe.,0.0
I can't believe I can make sure that I'm going to take.,I can barely believe I'm breathing.,0.0
"So, the opposite of work is the opposite of work.",Play is the opposite of work.,0.41722614486115056
And I'm happy.,And I am happy.,0.0
Something in me.,Something in me loosens.,0.0
One mental door goes on and a energy comes in.,"A door in my brain swings open, and a rush of energy comes.",0.0
"And that doesn't immediately immediately immediately, but it happens.","And it's not instantaneous, but it happens, it does happen.",0.2164869374624441
I feel it.,I feel it.,1.0
The Kash comes slowly.,A hum creeps back.,0.0
"No full-scale, hardly because it's obvious, but it's there.","Not at full volume, barely there, it's quiet, and I have to stay very still to hear it, but it is there.",0.0
"Not the Kooler, but a stick.","Not the hum, but a hum.",0.0
And now I feel like I'm like to know a kind of secret secret.,And now I feel like I know a very magical secret.,0.31535540524901323
But let's stay at the point of that.,"Well, let's not get carried away.",0.0
It's love. That's everything.,It's just love. That's all it is.,0.0
No magic. No secret. Just love.,No magic. No secret. It's just love.,0.5911602603314157
It's something we forget about.,It's just something we forgot.,0.0
"The Chinese job, the work, the work, the Titan, the Titan, that's just the way.","The hum, the work hum, the hum of the titan, that's just a replacement.",0.0
"If I ask you who you are, if I tell you who I'm talking to you who I'm standing in the middle of President and TV and TV like my brain, I've forgotten what the real estate is, I'","If I have to ask you who I am, if I have to tell you who I am, if I describe myself in terms of shows and hours of television and how globally badass my brain is, I have forgotten what the real hum is",0.13325739205474132
The Koolin is not a force and it's not a very high-term.,The hum is not power and the hum is not work-specific.,0.0
It's from the joy.,The hum is joy-specific.,0.0
"The real estate is, of love.",The real hum is love-specific.,0.0
The Kash is the power of life comes from the life.,The hum is the electricity that comes from being excited by life.,0.0
The real estate is self-so and peace.,The real hum is confidence and peace.,0.0
The real estate of the pressure of the story that makes the pressure and the pressure.,"The real hum ignores the stare of history, and the balls in the air, and the expectation, and the pressure.",0.12815876315877883
"The real estate is simple and simple, and the real estate is simply a simple deal.",The real hum is singular and original.,0.0
"The real estate is God in my ear, but maybe I was going to leave God, because God said I'm a German-to-touch?","The real hum is God's whisper in my ear, but maybe God was whispering the wrong words, because which one of the gods was telling me I was the titan?",0.19056403808383707
It's just love love.,It's just love.,0.0
"We all need a little bit more love, much more love.","We could all use a little more love, a lot more love.",0.0
"And as soon as my kid, I'm going to play with me, I'm going to say yes.","Any time my child asks me to play, I will say yes.",0.0
I do the current thing that I'm going to do as a picture of the old-term.,"I make it a firm rule for one reason, to give myself permission, to free me from all of my workaholic guilt.",0.0
"It's law, I don't have other choices. I don't have any choice, so I want to hear the Kun.","It's a law, so I don't have a choice, and I don't have a choice, not if I want to feel the hum.",0.0
"I wish it would be so simple. I'm not good at play, I don't like it.","I wish it were that easy, but I'm not good at playing.",0.1951797195341104
"I'm not interested in my own way, how work.",I'm not interested in doing it the way I'm interested in doing work.,0.22076069962602551
The truth does not make it.,The truth is incredibly humbling and humiliating to face.,0.0
But I don't like to play it.,I don't like playing.,0.0
I always work because I love it.,I work all the time because I like working.,0.0
I'm rather than there.,I like working more than I like being at home.,0.0
"This one-hand thing is, because what a human being working as a person's house as a house?","Facing that fact is incredibly difficult to handle, because what kind of person likes working more than being at home?",0.0
"Well, I'm.","Well, me.",0.0
"Let's say, I call myself ""Sam"" -- I'm going to call myself.""","I mean, let's be honest, I call myself a titan.",0.1513851459876605
I have to have problems.,I've got issues.,0.0
"That's why I'm talking about the students, it's not not not from it.",And one of those issues isn't that I am too relaxed.,0.0
"We're going to go around and go back and forth, and we're going back.","We run around the yard, up and back and up and back.",0.0
"We make small dance, we're doing small dance.",We have 30-second dance parties.,0.0
We're using the ball.,We sing show tunes. We play with balls.,0.0
We're taking the same thing.,I blow bubbles and they pop them.,0.0
"I feel like to be able to be able to be able to get away from the end of the day, and I feel like to be able to be able to do it.",And I feel stiff and delirious and confused most of the time.,0.0
I always get out of my cell phone.,I itch for my cell phone always.,0.0
But it's a cold.,But it is OK.,0.0
"My kids show me how to live, and the French of the universe.",My tiny humans show me how to live and the hum of the universe fills me up.,0.309847109179001
"I'm going to play and play, until I've ever been asking with the play?",I play and I play until I begin to wonder why we ever stop playing in the first place.,0.0
You can also say it ⁇  They always want to play with you.,"You can do it too, say yes every time your child asks you to play.",0.0
"Maybe you're going to be in, for a day, for a day.",Are you thinking that maybe I'm an idiot in diamond shoes?,0.0
"There you probably have right, but you can also do it ⁇ ","You're right, but you can still do this.",0.3026643726685863
They have time ⁇ ,You have time.,0.0
And you also know why? They're not Riia or a staba-ti-a-a-a-a-a-a-a-a-mota-a-a-old.,You know why? Because you're not Rihanna and you're not a Muppet.,0.0
"You find less interesting, as you think.",Your child does not think you're that interesting.,0.0
It's just 15 minutes.,You only need 15 minutes.,0.0
My family want to play 15 minutes with me to play with you that they want to make something else.,My two- and four-year-old only ever want to play with me for about 15 minutes or so before they think to themselves they want to do something else.,0.0
"It's wonderful minutes, but just 15 minutes.","It's an amazing 15 minutes, but it's 15 minutes.",0.0
"After 15 minutes, a Marie, or I'm going to go to a half-a-a-a-a-a-half minutes.","If I'm not a ladybug or a piece of candy, I'm invisible after 15 minutes.",0.0
"And my own, all the time, I'm going to spend 15 minutes with me, I'm the mother of the year.","And my 13-year-old, if I can get a 13-year-old to talk to me for 15 minutes I'm Parent of the Year.",0.0
"It's just 15 minutes, no more it.",15 minutes is all you need.,0.0
Every 15 minutes can go on a little bit of a bad news.,I can totally pull off 15 minutes of uninterrupted time on my worst day.,0.0
15 minutes at the piece.,Uninterrupted is the key.,0.0
"No cell phone, no matter, no matter.","No cell phone, no laundry, no anything.",0.4671379777282001
"The day is short: dinner, children make kids.",You have a busy life. You have to get dinner on the table.,0.0
But 15 minutes are in there ⁇ ,You have to force them to bathe. But you can do 15 minutes.,0.0
"My kids are my favoriteo, my world. It doesn't have to be the kids. It's got to feel the same for his own sense of the world.","My kids are my happy place, they're my world, but it doesn't have to be your kids, the fuel that feeds your hum, the place where life feels more good than not good.",0.1457114168509407
It's not about play with the own kids. It's about joy.,"It's not about playing with your kids, it's about joy.",0.0
It's the oil oil.,It's about playing in general.,0.0
Gell the 15 minutes ⁇ ,Give yourself the 15 minutes.,0.0
They're looking at what you do.,Find what makes you feel good.,0.0
They're looking at it and you get it.,Just figure it out and play in that arena.,0.0
"I'm not perfect at it. I'm going to go, and I'll meet them. I'll read the friends, read the day.","I'm not perfect at it. In fact, I fail as often as I succeed, seeing friends, reading books, staring into space.",0.20371083257043865
"""You play?"" I'd play out for everything I've been doing my first-to-to-a-a-a-half-to-to-a-half-half-to-a-half-half-","""Wanna play?"" starts to become shorthand for indulging myself in ways I'd given up on right around the time I got my first TV show, right around the time I became a titan-in-training,",0.0
15 minutes at the piece of why not look at the same time?,15 minutes? What could be wrong with giving myself my full attention for 15 minutes?,0.0
What can be wrong? Nothing ⁇ ,"Turns out, nothing.",0.0
The Kash came back in my pocket. The Kunon seems like I'm not working.,"The very act of not working has made it possible for the hum to return, as if the hum's engine could only refuel while I was away.",0.0
It doesn't work without play.,Work doesn't work without play.,0.7598356856515925
"It takes time to take a few months, the energy of energy that will be able to take away from my office, and I'm a biologist, and I'll hear my soul and my soul.","It takes a little time, but after a few months, one day the floodgates open and there's a rush, and I find myself standing in my office filled with an unfamiliar melody, full on groove inside me, and",0.09296704509133154
"I like the Kun, but I don't love it.","But now, I like that hum, but I don't love that hum.",0.2900322213694998
I don't need it.,I don't need that hum.,0.0
"I'm not the Kun, the Kun, I don't say ... I don't get more.","I am not that hum. That hum is not me, not anymore.",0.0
"Gell and shred and fun, dinner with friends.",I am bubbles and sticky fingers and dinners with friends.,0.0
"So this is my ""The Temple.""",I am that hum.,0.0
The means of life.,Life's hum.,0.0
The means of love.,Love's hum.,0.0
"The Chinese work of work is part of me, but just part of me, and I'm so grateful.","Work's hum is still a piece of me, it is just no longer all of me, and I am so grateful.",0.1906443335329046
"It's just a nice thing that I'm a Titan. I never seen a Titan, the journey after Kun.","And I don't give a crap about being a titan, because I have never once seen a titan play Red Rover, Red Rover.",0.0
I said to get to be less and play with more.,"I said yes to less work and more play, and somehow I still run my world.",0.0
"And yet, I've got everything in the wrong. My brain is still lost. My camp would still be.",My brain is still global. My campfires still burn.,0.13817790393734294
"The more I play, the more I'm and my children.","The more I play, the happier I am, and the happier my kids are.",0.30439554757021997
"The more I play, the more I feel good as good mother.","The more I play, the more I feel like a good mother.",0.6997522298221912
"The more I'm going to play, the more clear is my head.","The more I play, the freer my mind becomes.",0.0
"The more I play, the better work I work.","The more I play, the better I work.",0.7016879391277371
"The more I'm going to hear more I hear the same thing. The country I'm going to take the coffee, the coffee I'm going to go, the high-term sound, the high-term sound, the high","The more I play, the more I feel the hum, the nation I'm building, the marathon I'm running, the troops, the canvas, the high note, the hum, the hum, the other hum, the real hum",0.0
"The more I feel this closer, the more makes this wonderful, the more makes the more powerful, and new life of life in me.","The more I feel that hum, the more this strange, quivering, uncocooned, awkward, brand new, alive non-titan feels like me.",0.1477219991186121
"The more I feel this closer, the more I know who I am.","The more I feel that hum, the more I know who I am.",0.7241577342575828
"I'm a crazy. I think I'm going to leave you things, I'm going to leave you to life.","I'm a writer, I make stuff up, I imagine.",0.0
"The idea of the job, that means to live your dream.","That part of the job, that's living the dream.",0.22997519112894443
This is the dream of this jobs.,That's the dream of the job.,0.0
"Because a dream, it should be a little bit more powerful.",Because a dream job should be a little bit dreamy.,0.39832871551569504
"I said, ""Yes.""",I said yes to less work and more play.,0.0
And the worst thing that you don't have a chance here.,Titans need not apply.,0.0
"""You play?""",Wanna play?,0.0
Thank you.,Thank you.,0.0
I'm a famous little bit of the day.,So I'm a neurosurgeon.,0.0
"As most of my colleagues, I've been doing every day with human beings.","And like most of my colleagues, I have to deal, every day, with human tragedies.",0.24798635777651246
"I know how your life can change your life on the other, to change a car, or after a car.",I realize how your life can change from one second to the other after a major stroke or after a car accident.,0.3033668865762665
"For us to create a more powerful, it's very strong, that the brain, to others, a very different ability to self-s.","And what is very frustrating for us neurosurgeons is to realize that unlike other organs of the body, the brain has very little ability for self-repair.",0.0
"After a very interesting way of the process of the nervous system, the patients often have a very common, very low-term.","And after a major injury of your central nervous system, the patients often remain with a severe handicap.",0.22023814946586626
That's probably why I was built the reason I was built.,And that's probably the reason why I've chosen to be a functional neurosurgeon.,0.0
What's a perfect-up-touch?,What is a functional neurosurgeon?,0.0
"A doctor, trying to improve the nervous of using different kinds of formalities.",It's a doctor who is trying to improve a neurological function through different surgical strategies.,0.0
"They've heard of a most famous, the most famous thing that says, ""The Matter"" is a clear to make the neurons so that the structure of the neurons are going on.","You've certainly heard of one of the famous ones called deep brain stimulation, where you implant an electrode in the depths of the brain in order to modulate a circuit of neurons to improve a neurological function.",0.0
"It's really a amazing technology. It's got the way to deal with the other patients with the other, the way the power of the patient, and the power of the patient.","It's really an amazing technology in that it has improved the destiny of patients with Parkinson's disease, with severe tremor, with severe pain.",0.0
"But the other thing is, but it doesn't mean to be the ""The Bam.""","However, neuromodulation does not mean neuro-repair.",0.0
The dream of the great capital is the flu of the brain.,And the dream of functional neurosurgeons is to repair the brain.,0.0
"And I think, in my mind, we're looking for this dream.",I think that we are approaching this dream.,0.0
I want to show you that we are very close to you.,And I would like to show you that we are very close to this.,0.5841025928371177
With something that can help themselves itself.,"And that with a little bit of help, the brain is able to help itself.",0.0
The story started 15 years ago.,So the story started 15 years ago.,0.7013967267997694
"I was at the time, I was working on the time, and I worked night and night in the middle of the gang.","At that time, I was a chief resident working days and nights in the emergency room.",0.11902001907030836
I'm going to put patients with the skull-touch.,I often had to take care of patients with head trauma.,0.0
They have to imagine that in the skull-touch brain that brain is the brain and the skull of the skull.,"You have to imagine that when a patient comes in with a severe head trauma, his brain is swelling and he's increasing his intracranial pressure.",0.11244240791697317
"To save life, you have to save the skull.","And in order to save his life, you have to decrease this intracranial pressure.",0.2561338311770113
And you have to be part of the brain-to-to-to-sum brain.,you sometimes have to remove a piece of swollen brain.,0.0
"Instead of the brain-based brain, we're doing with the public, with the ""The Ban,"" one of my colleagues, a biologist that leads brain.","So instead of throwing away these pieces of swollen brain, we decided with Jean-Fran ⁇ ois Brunet, who is a colleague of mine, a biologist, to study them.",0.0
What do I mean with this?,What do I mean by that?,0.4347208719449915
We wanted cells to grow cells from this tissue.,We wanted to grow cells from these pieces of tissue.,0.3211703274087688
This is not a fundamental problem.,It's not an easy task.,0.0
"cells from a tissue to grow, is with small kids that are made out of your families.",Growing cells from a piece of tissue is a bit the same as growing very small children out from their family.,0.0
"You have to find the right food, temperature, temperature and find the environments to let them.","So you need to find the right nutrients, the warmth, the humidity and all the nice environments to make them thrive.",0.13776250595890918
And we had to do this cells.,So that's exactly what we had to do with these cells.,0.2493651438887133
"After many, it took the public-to-the-a-a-half.","And after many attempts, Jean-Fran ⁇ ois did it.",0.0
This was looking under his microscope.,And that's what he saw under his microscope.,0.30895757752065417
That was a big surprise for us.,"And that was, for us, a major surprise.",0.0
Why?,Why?,0.0
"It looked like a stem cells, with big green cells, the little cells of little, the little cells of cells are.","Because this looks exactly the same as a stem cell culture, with large green cells surrounding small, immature cells.",0.0
"Maybe you're still able to know that the biology that stem cells are uninter cells, the cells can be able to get into any cell phone.","And you may remember from biology class that stem cells are immature cells, able to turn into any type of cell of the body.",0.13597796343834895
"The brain brain has stem cells, but very few. They are in a few small Nest, small Nest of the brain.","The adult brain has stem cells, but they're very rare and they're located in deep and small niches in the depths of the brain.",0.2947203301455442
It's surprising that kind of stem cells from the surfaces of the brain of the brain in the street.,So it was surprising to get this kind of stem cell culture from the superficial part of swollen brain we had in the operating theater.,0.0
"We made another fascinating thing: ""The stem cells are very, very quickly -- they share very quickly.","And there was another intriguing observation: Regular stem cells are very active cells -- cells that divide, divide, divide very quickly.",0.15217011838283762
"They never die, they're not a little bit of them.","And they never die, they're immortal cells.",0.22416933501922287
But these cells are different.,But these cells behave differently.,0.0
"They were slowly slowly and slowly to a few weeks, they even have.","They divide slowly, and after a few weeks of culture, they even died.",0.0
"So we saw a new, strange cell, the way stem cells, but different.",So we were in front of a strange new cell population that looked like stem cells but behaved differently.,0.0
"We needed long, to understand where they came.",And it took us a long time to understand where they came from.,0.28641904579795413
They're starting from these cells.,They come from these cells.,0.5081327481546147
These blue cells and red cells are called the cells of cells.,These blue and red cells are called doublecortin-positive cells.,0.3706866381788037
We all have them in our brain.,All of you have them in your brain.,0.0
They make four percent of our own brain cells.,They represent four percent of your cortical brain cells.,0.0
They play a very important role in our development.,They have a very important role during the development stage.,0.27338535134616687
"In the front of the Famus, they're for the brain of the brain.","When you were fetuses, they helped your brain to fold itself.",0.0
But why do they stay?,But why do they stay in your head?,0.48235607976922595
We don't know.,"This, we don't know.",0.0
"We believe that they're going to be able to find out of the brain, because we find them in higher brain.",We think that they may participate in brain repair because we find them in higher concentration close to brain lesions.,0.24125880497129865
But that's not that safe.,But it's not so sure.,0.0
"But one thing is clear -- from these cells, we're going to be able to get our stem cells.","But there is one clear thing -- that from these cells, we got our stem cell culture.",0.1640361190495691
"We're on a more complex cell cell, the brain is the brain that makes the brain.",And we were in front of a potential new source of cells to repair the brain.,0.0
We had to prove that.,And we had to prove this.,0.0
So we're going to develop a experiment.,we decided to design an experimental paradigm.,0.0
"We wanted to put a piece of brain from the non-zero-scale brain and then the cells so forth, as it did the ""The Figot.""","The idea was to biopsy a piece of brain in a non-eloquent area of the brain, and then to culture the cells exactly the way Jean-Fran ⁇ ois did it in his lab.",0.10621352486504874
And they can go down to put them in the brain.,"And then label them, to put color in them in order to be able to track them in the brain.",0.1638462975414579
"In the last step, we're taking them to the actual process of the whole thing.",And the last step was to re-implant them in the same individual.,0.0
We call this a hard-touch -- it's the most powerful instrument.,We call these autologous grafts -- autografts.,0.0
